id	objectName	roomName	taskName	frequency	workType	description	objectId	roomId
"cmgza7qii000jvyxk24q7n37h"	"ООО «НЛ Континент»"	"Склад и конференц-зал"	"Уборка склада и конференц-зала"	"Еженедельно"	"CLEANING"	"Комплексная уборка складских помещений и конференц-зала 3 раза в неделю"	"cmgza7p7j0001vyxknr9n9q49"	"cmgza7qfe000hvyxkvwmqpd8y"
"cmgyu7h4y034pvyjotbvgznoy"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Комната охраны"	"Влажная и сухая уборка"	"По мере необходимости (не чаще 1 раза в день)"	"Уборка"	"Влажная и сухая уборка"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb79e007jvy9s8es5lwf1"
"cmgyu7h1x034nvyjo053fsspw"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Основной склад"	"Влажная и сухая уборка"	"Ежедневно"	"Уборка"	"Влажная и сухая уборка"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbayz9001xvy9su6xpa0mz"
"cmgzb5qhe0013vy7oakcl7536"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Обеденный зал"	"Влажная мойка и дезинфекция шкафов"	"Еженедельно"	"DISINFECTION"	"Влажная мойка и дезинфекция шкафов, верха шкафов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb58e0067vy9s24pq97f7"
"cmgzbb49c005jvy9s35xlqcoa"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"КПП"	"Влажная мойка пепельниц"	"Ежемесячно"	"CLEANING"	"Влажная мойка пепельниц"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb6lv0075vy9s82a07qvc"
"cmgzbb2jy004dvy9sn2dt6rfc"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Комната отдыха склада"	"Влажная наружная обработка кулеров"	"Ежедневно"	"CLEANING"	"Влажная наружная обработка кулеров"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb2mv004fvy9shexjdfvx"
"cmgzbb04p002pvy9s1zqah2is"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Мех мастерская"	"Влажная наружная обработка кулеров"	"Ежедневно"	"CLEANING"	"Влажная наружная обработка кулеров"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbaw860005vy9sbrnyn1ut"
"cmgzbb3rv0057vy9su4fho34c"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Котельная и компрессорные"	"Влажная наружная обработка кулеров"	"Ежедневно"	"CLEANING"	"Влажная наружная обработка кулеров"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbay0a0019vy9so7mwlsbh"
"cmgzbb1cc003jvy9si4jdm18q"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Обеденный зал"	"Влажная наружная обработка кулеров"	"Ежедневно"	"CLEANING"	"Влажная наружная обработка кулеров"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb58e0067vy9s24pq97f7"
"cmgzb2ssh0011vy7svyze6hnz"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Склад запчастей"	"Влажная наружная обработка умывальников и кранов"	"Ежедневно"	"CLEANING"	"Влажная наружная обработка умывальников, водопроводных кранов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbax74000pvy9srnxtdysw"
"cmgzb2sgn000tvy7sl8l1p0yo"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Мех мастерская"	"Влажная наружная санитарная обработка шлангов"	"Еженедельно"	"DISINFECTION"	"Влажная наружная санитарная обработка шлангов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbaw860005vy9sbrnyn1ut"
"cmgzbb6d3006zvy9sl61q4yy8"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Основной склад"	"Влажная обработка аппарата Post-Mix"	"Ежедневно"	"CLEANING"	"Влажная ручная обработка внешней поверхности аппарата Post-Mix с промывкой колпачков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbayz9001xvy9su6xpa0mz"
"cmgzb2s4w000lvy7si7lgprrz"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Обеденный зал"	"Влажная обработка ворот"	"Еженедельно"	"CLEANING"	"Влажная обработка ворот"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb58e0067vy9s24pq97f7"
"cmgzb2s1y000jvy7s3yztshwx"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Внешняя территория"	"Влажная обработка дверей"	"Ежедневно"	"CLEANING"	"Влажная обработка дверей (1 раз в смену)"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb40m005dvy9sv9it8wk9"
"cmgzbb0j9002zvy9sezbxm5sq"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Офисы склада"	"Влажная обработка дверей и ворот"	"Еженедельно"	"CLEANING"	"Влажная обработка дверей и ворот"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb07m002rvy9st1orqfo4"
"cmgzbb1qu003tvy9sfy9dmo32"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Мех мастерская"	"Влажная обработка дверей и ворот"	"Еженедельно"	"CLEANING"	"Влажная обработка дверей и ворот"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbaw860005vy9sbrnyn1ut"
"cmgzbb2yj004nvy9sznbe4qy1"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Туалеты и санузлы"	"Влажная обработка дверей и ворот"	"Еженедельно"	"CLEANING"	"Влажная обработка дверей и ворот"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5os20005vy7ov8ldw5a3"
"cmgzbazbk0025vy9schrzwp9n"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Котельная и компрессорные"	"Влажная обработка дверей и ворот"	"Еженедельно"	"CLEANING"	"Влажная обработка дверей и ворот"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbay0a0019vy9so7mwlsbh"
"cmgzb2t1c0017vy7s6guvoij7"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Офисы склада"	"Влажная обработка дозаторов"	"Ежедневно"	"CLEANING"	"Влажная обработка дезинфектанта, дозатора мыла, салфетниц"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb07m002rvy9st1orqfo4"
"cmgzbb1tr003vvy9stc04ie7z"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Склад запчастей"	"Влажная обработка дренажей"	"Еженедельно"	"CLEANING"	"Влажная обработка дренажей и дренажных решёток"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbax74000pvy9srnxtdysw"
"cmgzbazei0027vy9se71gmgz3"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Основной склад"	"Влажная обработка дренажей"	"Еженедельно"	"CLEANING"	"Влажная обработка дренажей и дренажных решёток"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbayz9001xvy9su6xpa0mz"
"cmgzbb0m60031vy9sldnaa4zo"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Туалеты на складе"	"Влажная обработка дренажей"	"Еженедельно"	"CLEANING"	"Влажная обработка дренажей и дренажных решёток"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb1f8003lvy9sbmtmxsd5"
"cmgzbb31g004pvy9sdjh6sm60"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Офисы"	"Влажная обработка дренажей"	"Еженедельно"	"CLEANING"	"Влажная обработка дренажей и дренажных решёток"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5qr40019vy7oeohkn61m"
"cmgzbb37e004tvy9s5keig2x5"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Туалеты на складе"	"Влажная обработка лестниц и платформ"	"Еженедельно"	"CLEANING"	"Влажная обработка лестниц, трапов, платформ"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb1f8003lvy9sbmtmxsd5"
"cmgzbb0rz0035vy9ss4q5soyc"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Зона розлива"	"Влажная обработка лестниц и платформ"	"Еженедельно"	"CLEANING"	"Влажная обработка лестниц, трапов, платформ"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb2rh90009vy7sn7ec6l8p"
"cmgzbb1zk003zvy9sklgiynpx"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Обеденный зал"	"Влажная обработка лестниц и платформ"	"Еженедельно"	"CLEANING"	"Влажная обработка лестниц, трапов, платформ"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb58e0067vy9s24pq97f7"
"cmgzbazkc002bvy9s4202izyn"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Офисы"	"Влажная обработка лестниц и платформ"	"Еженедельно"	"CLEANING"	"Влажная обработка лестниц, трапов, платформ"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5qr40019vy7oeohkn61m"
"cmgzbb7ny007tvy9s8y052pcv"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Туалеты на складе"	"Влажная обработка мусорного контейнера"	"Ежедневно"	"CLEANING"	"Влажная обработка мусорного контейнера"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb1f8003lvy9sbmtmxsd5"
"cmgzbb70o007fvy9shlja9a42"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Котельная и компрессорные"	"Влажная обработка мусорного контейнера"	"Ежедневно"	"CLEANING"	"Влажная обработка мусорного контейнера"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbay0a0019vy9so7mwlsbh"
"cmgzbb0uv0037vy9srgh6g4ni"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Котельная и компрессорные"	"Влажная обработка мусорных контейнеров"	"Ежедневно"	"CLEANING"	"Влажная обработка мусорных контейнеров с заменой пакетов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbay0a0019vy9so7mwlsbh"
"cmgzbb22g0041vy9stw8yktzo"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"КПП"	"Влажная обработка мусорных контейнеров"	"Ежедневно"	"CLEANING"	"Влажная обработка мусорных контейнеров с заменой пакетов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb6lv0075vy9s82a07qvc"
"cmgzbb3aa004vvy9sxq7zqx9b"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Комната охраны"	"Влажная обработка мусорных контейнеров"	"Ежедневно"	"CLEANING"	"Влажная обработка мусорных контейнеров с заменой пакетов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb79e007jvy9s8es5lwf1"
"cmgzbazna002dvy9slni8wixx"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Туалеты и санузлы"	"Влажная обработка мусорных контейнеров"	"Ежедневно"	"CLEANING"	"Влажная обработка мусорных контейнеров с заменой пакетов"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5os20005vy7ov8ldw5a3"
"cmgzbawvh000hvy9sborz7s4h"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Склад запчастей"	"Влажная обработка пожарных ящиков"	"Еженедельно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbax74000pvy9srnxtdysw"
"cmgzbaxok0011vy9sduxc5x7p"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Обеденный зал"	"Влажная обработка пожарных ящиков"	"Еженедельно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb58e0067vy9s24pq97f7"
"cmgzb2sar000pvy7sqe3ddqu4"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Коридоры и холлы"	"Влажная обработка пожарных ящиков"	"Еженедельно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5st4002jvy7ojuvb0ot0"
"cmgzbayhr001lvy9slgv6pf9t"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Котельная и компрессорные"	"Влажная обработка пожарных ящиков"	"Еженедельно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbay0a0019vy9so7mwlsbh"
"cmgzbb10o003bvy9sieinn4rb"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Комната отдыха склада"	"Влажная обработка пожарных ящиков"	"Ежедневно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb2mv004fvy9shexjdfvx"
"cmgzbb3g6004zvy9srptagkjq"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Коридоры и холлы"	"Влажная обработка пожарных ящиков"	"Ежедневно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5st4002jvy7ojuvb0ot0"
"cmgzbb28a0045vy9ss28sbf52"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Основной склад"	"Влажная обработка пожарных ящиков"	"Ежедневно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbayz9001xvy9su6xpa0mz"
"cmgzbazt3002hvy9s0k27lc9x"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Офисы склада"	"Влажная обработка пожарных ящиков"	"Ежедневно"	"CLEANING"	"Влажная обработка пожарных ящиков"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb07m002rvy9st1orqfo4"
"cmgzbb0aj002tvy9s8yfzlpzm"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Мех мастерская"	"Влажная обработка полов и устранение пролитий"	"Ежедневно"	"CLEANING"	"Влажная обработка полов и устранения пролитий"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbaw860005vy9sbrnyn1ut"
"cmgzbb1i5003nvy9sdfovxl2h"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Туалеты и санузлы"	"Влажная обработка полов и устранение пролитий"	"Ежедневно"	"CLEANING"	"Влажная обработка полов и устранения пролитий"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzb5os20005vy7ov8ldw5a3"
"cmgzbaz2v001zvy9s7gchsrkj"	"ООО «ПепсиКо Холдингс» 1 515 кв. м."	"Внешняя территория"	"Влажная обработка полов и устранение пролитий"	"Ежедневно"	"CLEANING"	"Влажная обработка полов и устранения пролитий"	"cmgzb2qtl0001vy7s2wczkws4"	"cmgzbb40m005dvy9sv9it8wk9"
